Bleu-score || Original Commit Message || Generated Commit Message
21.370 || include the query string when pushing requests to the client || add a convenience method to the request request
21.370 || fix bug when updating function running in effectively once <num> || fix bug don t set to the config
21.341 || added a label to explain what excluded parameters are before the table list in the options panel || add a little test to ensure that the dynamic is not updated
21.315 || add the invalid aes key size to the error message || add a convenience method to exception message
21.315 || remove the to be ignored test from the regression tests || update the test to use <num> <num>
21.149 || adds org mockito argument matchers to string format string validation since newer versions of mockito moved those methods || add a test for the list of a class literal to the test
21.138 || adjusting what to be sent back to the client in the default depth <num> || add a test case for the last commit in the code
21.133 || add null check when change session id message received || remove session id from session session id
21.133 || migrate spring boot web application test to spring profiles || update spring boot <num> <num> <num> <num>
21.094 || fixed a npe bug when creating a new job || add a todo to the test case
21.094 || fix bug in jedis cluster del command fix <num> || add a bit more convenience method <num>
21.094 || hive <num> disable tests that are failing continuously addendum || add test for <num> <num> <num> <num>
21.094 || add more strict rules for detecting on resume method || add a todo to the class class
21.094 || add associated type constraints class and protocol existential example || add a test for the get parser
21.094 || adapt source code of astparser to avoid encoding issue || add a todo to the parser parser
21.094 || rename nature of servlet changed as the test evolved || fix test <num> html <num> html <num>
21.094 || don t release backlog until window size is positive || fix bug to use a new size
21.094 || have error page status message language consistent with content || add a todo to the log message
21.094 || don t mark every servlet as the jsp servlet || add a convenience method to the build
21.094 || don t try and save a read only database || add a null check to the test
21.094 || add missing api limits on co ap post method || add a todo to the log message
21.094 || added some logging at the jwt authentication token filter || add a missing method to the user
21.094 || add load local witness account address for keystore mode || add a null check to the message
21.094 || remove port forwarding when installed from the play store || add a null check to the activity
21.094 || add shortcut key to sites delete pop menu item || add a todo for the last commit
21.094 || remove redundant test in spider html parser unit test || add a test for parsing tag <num>
